Date,Month,Year,Weekday,Avg Trip Duration,Total Rides,TempHighF,TempAvgF,DewPointHighF,DewPointAvgF,WindHighMPH,WindAvgMPH,PrecipitationSumInches,Events,PrecipBins
2016-06-23,6,2016,3,25.369,461,95,85,73,72,14,6,0.0,Sunny,0
2016-06-24,6,2016,4,29.482,633,93,84,74,73,13,6,0.0,Sunny,0
2016-06-25,6,2016,5,32.234,732,88,83,78,75,10,5,0.02,"Rain , Thunderstorm",0.1-0.5
2016-06-26,6,2016,6,38.174,619,95,86,76,73,13,5,0.0,Sunny,0
2016-06-27,6,2016,0,22.607,460,96,86,75,71,8,2,0.0,Sunny,0
2016-06-28,6,2016,1,25.395,266,101,87,73,71,26,3,0.33,"Rain , Thunderstorm",0.1-0.5
2016-06-29,6,2016,2,24.823,451,96,84,75,70,9,2,0.0,Sunny,0
2016-06-30,6,2016,3,21.581999999999997,447,94,85,74,71,10,4,0.0,Sunny,0
2016-07-01,7,2016,4,28.193,549,96,85,74,71,10,5,0.0,Sunny,0
2016-07-02,7,2016,5,40.615,881,98,87,74,73,14,7,0.0,Sunny,0
2016-07-03,7,2016,6,34.81,986,98,88,75,74,15,8,0.0,Sunny,0
2016-07-04,7,2016,0,37.872,1004,99,90,75,74,14,8,0.0,Sunny,0
2016-07-05,7,2016,1,28.14,392,99,89,75,74,16,8,0.0,Sunny,0
2016-07-06,7,2016,2,26.301,365,100,90,75,73,16,8,0.0,Sunny,0
2016-07-07,7,2016,3,22.125,399,99,89,74,73,16,9,0.0,Sunny,0
2016-07-08,7,2016,4,27.754,451,100,90,75,73,14,7,0.0,Sunny,0
2016-07-09,7,2016,5,37.961999999999996,558,99,89,76,73,13,7,0.0,Sunny,0
2016-07-10,7,2016,6,34.485,522,97,87,78,74,14,6,0.04,"Rain , Thunderstorm",0.1-0.5
2016-07-11,7,2016,0,24.112,403,100,90,75,71,17,9,0.0,Sunny,0
2016-07-12,7,2016,1,22.366,483,100,89,74,72,17,9,0.0,Sunny,0
2016-07-13,7,2016,2,25.438000000000002,496,101,91,76,73,15,8,0.0,Sunny,0
2016-07-14,7,2016,3,31.816999999999997,449,101,89,74,73,17,8,0.0,Sunny,0
2016-07-15,7,2016,4,30.315,523,101,90,75,71,13,7,0.0,Sunny,0
2016-07-16,7,2016,5,38.25,675,100,88,74,72,12,5,0.0,Sunny,0
2016-07-17,7,2016,6,43.376999999999995,525,99,88,74,72,12,7,0.0,Sunny,0
2016-07-18,7,2016,0,37.09,366,99,89,75,72,14,5,0.0,Sunny,0
2016-07-19,7,2016,1,25.145,345,100,89,74,72,15,5,0.0,Sunny,0
2016-07-20,7,2016,2,35.284,377,101,89,75,72,13,5,0.0,Sunny,0
2016-07-21,7,2016,3,25.041,438,101,89,73,69,12,4,0.0,Sunny,0
2016-07-22,7,2016,4,31.224,420,102,89,73,69,12,4,0.0,Sunny,0
2016-07-23,7,2016,5,38.968,709,101,90,74,71,13,6,0.0,Sunny,0
2016-07-24,7,2016,6,39.125,561,101,90,75,73,13,5,0.0,Sunny,0
2016-07-25,7,2016,0,20.394000000000002,368,102,89,76,73,21,3,0.76,"Rain , Thunderstorm",0.5-2
2016-07-26,7,2016,1,22.74,439,93,84,77,75,9,2,0.08,"Rain , Thunderstorm",0.1-0.5
2016-07-27,7,2016,2,23.252,258,92,83,78,74,16,3,1.06,"Fog , Rain , Thunderstorm",0.5-2
2016-07-28,7,2016,3,28.396,417,97,86,76,73,22,3,0.0,Thunderstorm,0
2016-07-29,7,2016,4,23.230999999999998,555,96,85,75,72,9,4,0.0,Sunny,0
2016-07-30,7,2016,5,35.189,750,97,87,76,73,12,5,0.0,Sunny,0
2016-07-31,7,2016,6,27.323,591,98,88,75,73,13,6,0.0,Sunny,0
2016-08-01,8,2016,0,32.928000000000004,405,99,87,74,70,13,6,0.0,Sunny,0
2016-08-02,8,2016,1,18.942999999999998,419,98,87,74,72,12,5,0.0,Sunny,0
2016-08-03,8,2016,2,19.162,507,99,88,74,72,10,4,0.0,Sunny,0
2016-08-04,8,2016,3,28.204,538,99,88,75,72,12,5,0.0,Sunny,0
2016-08-05,8,2016,4,26.546,452,100,89,76,73,12,5,0.0,Sunny,0
2016-08-06,8,2016,5,32.379,750,100,89,75,71,12,4,0.0,Sunny,0
2016-08-07,8,2016,6,33.488,605,100,89,75,72,12,6,0.0,Sunny,0
2016-08-08,8,2016,0,29.61,377,100,89,75,72,10,5,0.0,Sunny,0
2016-08-09,8,2016,1,23.605,339,102,91,76,73,13,6,0.0,Sunny,0
2016-08-10,8,2016,2,21.057,351,102,92,77,73,12,5,0.0,Sunny,0
2016-08-11,8,2016,3,25.989,357,102,90,76,74,12,5,0.0,Sunny,0
2016-08-12,8,2016,4,26.576999999999998,444,105,92,76,73,15,5,0.0,Sunny,0
2016-08-13,8,2016,5,45.262,450,96,87,76,73,13,3,0.1,"Rain , Thunderstorm",0.1-0.5
2016-08-14,8,2016,6,30.691999999999997,247,84,78,76,75,15,3,0.92,"Rain , Thunderstorm",0.5-2
2016-08-15,8,2016,0,17.820999999999998,117,76,74,73,72,7,2,2.35,Rain,2-10
2016-08-16,8,2016,1,34.397,136,83,77,76,73,10,3,1.79,"Fog , Rain , Thunderstorm",0.5-2
2016-08-17,8,2016,2,18.44,252,84,80,78,75,12,3,0.3,"Rain , Thunderstorm",0.1-0.5
2016-08-18,8,2016,3,41.277,267,88,81,80,75,12,2,0.17,Rain,0.1-0.5
2016-08-19,8,2016,4,25.156,429,93,84,77,75,10,5,0.06,Rain,0.1-0.5
2016-08-20,8,2016,5,41.75899999999999,410,83,78,77,74,10,4,0.74,"Rain , Thunderstorm",0.5-2
2016-08-21,8,2016,6,32.339,387,82,78,75,73,8,2,0.11,Rain,0.1-0.5
2016-08-22,8,2016,0,25.822,343,91,83,77,74,13,4,0.04,Rain,0.1-0.5
2016-08-23,8,2016,1,24.881,354,94,86,76,74,13,7,0.0,Sunny,0
2016-08-24,8,2016,2,23.011999999999997,414,93,85,75,73,13,6,0.0,Sunny,0
2016-08-25,8,2016,3,32.476,382,94,84,75,73,13,2,0.04,Sunny,0.1-0.5
2016-08-26,8,2016,4,29.035,481,93,84,75,73,13,3,0.0,Sunny,0
2016-08-27,8,2016,5,30.031,783,92,82,73,71,12,3,0.0,Sunny,0
2016-08-28,8,2016,6,30.749000000000002,487,92,83,75,72,12,3,0.16,Rain,0.1-0.5
2016-08-29,8,2016,0,23.908,238,91,82,75,72,16,5,0.06,Rain,0.1-0.5
2016-08-30,8,2016,1,15.822000000000001,366,92,83,73,72,12,4,0.0,Sunny,0
2016-08-31,8,2016,2,17.554000000000002,298,94,84,74,72,9,2,0.09,Rain,0.1-0.5
2016-09-01,9,2016,3,19.145,365,96,86,74,72,10,4,0.0,Sunny,0
2016-09-02,9,2016,4,46.122,583,92,84,75,72,9,3,0.0,Sunny,0
2016-09-03,9,2016,5,44.073,894,92,83,74,72,10,3,0.005,Sunny,0.1-0.5
2016-09-04,9,2016,6,37.068000000000005,1114,93,84,75,73,13,3,0.01,"Rain , Thunderstorm",0.1-0.5
2016-09-05,9,2016,0,39.268,704,94,84,77,74,14,5,0.005,"Rain , Thunderstorm",0.1-0.5
2016-09-06,9,2016,1,27.351999999999997,304,95,86,78,76,17,6,0.01,"Rain , Thunderstorm",0.1-0.5
2016-09-07,9,2016,2,14.537,315,96,87,77,76,13,6,0.0,Sunny,0
2016-09-08,9,2016,3,21.249000000000002,437,95,86,76,73,12,6,0.0,Sunny,0
2016-09-09,9,2016,4,28.732,560,95,86,75,73,13,6,0.0,Sunny,0
2016-09-10,9,2016,5,37.458,664,93,82,75,71,18,6,0.05,Rain,0.1-0.5
2016-09-11,9,2016,6,28.843000000000004,542,93,81,68,66,7,2,0.0,Sunny,0
2016-09-12,9,2016,0,20.921,391,93,82,73,69,10,3,0.0,Sunny,0
2016-09-13,9,2016,1,15.637,369,94,84,75,72,9,3,0.005,Rain,0.1-0.5
2016-09-14,9,2016,2,16.089000000000002,313,92,84,76,71,14,3,0.005,Rain,0.1-0.5
2016-09-15,9,2016,3,26.686,424,94,83,74,71,12,3,0.0,Sunny,0
2016-09-16,9,2016,4,24.680999999999997,501,95,85,74,71,9,2,0.0,Sunny,0
2016-09-17,9,2016,5,55.956,632,96,85,75,72,7,1,0.0,Sunny,0
2016-09-18,9,2016,6,32.556,410,98,87,75,73,8,2,0.0,Sunny,0
2016-09-19,9,2016,0,20.697,323,99,88,75,73,10,3,0.0,Sunny,0
2016-09-20,9,2016,1,15.065999999999999,351,99,87,75,71,10,3,0.0,Sunny,0
2016-09-21,9,2016,2,21.506,391,96,86,75,69,10,2,0.0,Sunny,0
2016-09-22,9,2016,3,19.765,409,94,82,74,69,14,5,0.0,Sunny,0
2016-09-23,9,2016,4,28.279,592,93,85,77,74,14,5,0.03,Rain,0.1-0.5
2016-09-24,9,2016,5,31.71,704,97,87,76,74,15,5,0.01,"Rain , Thunderstorm",0.1-0.5
2016-09-25,9,2016,6,28.646,435,88,79,76,73,13,4,0.76,"Fog , Rain , Thunderstorm",0.5-2
2016-09-26,9,2016,0,22.418000000000003,239,73,70,72,69,13,6,1.22,Rain,0.5-2
2016-09-27,9,2016,1,19.096,394,80,74,64,62,9,3,0.0,Sunny,0
2016-09-28,9,2016,2,26.439,487,89,77,65,60,8,1,0.0,Sunny,0
2016-09-29,9,2016,3,24.359,779,86,75,62,55,12,5,0.0,Sunny,0
2016-09-30,9,2016,4,23.79,1313,83,72,55,52,8,2,0.0,Sunny,0
2016-10-01,10,2016,5,36.571999999999996,1889,80,70,61,56,7,1,0.005,Sunny,0.1-0.5
2016-10-02,10,2016,6,28.65,1850,85,72,60,58,8,2,0.0,Sunny,0
2016-10-03,10,2016,0,32.900999999999996,684,87,75,64,61,10,3,0.0,Sunny,0
2016-10-04,10,2016,1,25.114,395,91,81,72,69,12,5,0.0,Sunny,0
2016-10-05,10,2016,2,19.447,445,92,84,74,72,13,5,0.0,Sunny,0
2016-10-06,10,2016,3,23.944000000000003,606,92,84,74,72,16,5,0.005,Sunny,0.1-0.5
2016-10-07,10,2016,4,31.263,1389,89,76,73,69,16,5,0.005,Rain,0.1-0.5
2016-10-08,10,2016,5,35.097,2115,86,74,63,60,9,5,0.0,Sunny,0
2016-10-09,10,2016,6,30.35,1915,84,71,58,47,8,4,0.0,Sunny,0
2016-10-10,10,2016,0,27.596,1003,84,68,52,46,7,1,0.0,Sunny,0
2016-10-11,10,2016,1,22.302,686,88,71,59,53,9,1,0.0,Sunny,0
2016-10-12,10,2016,2,23.263,482,91,76,72,65,10,3,0.0,Sunny,0
2016-10-13,10,2016,3,20.063,428,89,79,73,69,12,2,0.17,Rain,0.1-0.5
2016-10-14,10,2016,4,25.96,679,87,77,71,67,14,3,0.005,"Fog , Rain",0.1-0.5
2016-10-15,10,2016,5,29.035,915,91,81,71,70,12,4,0.0,Sunny,0
2016-10-16,10,2016,6,40.36,519,94,85,72,70,14,5,0.0,Sunny,0
2016-10-17,10,2016,0,19.293,362,94,84,72,70,12,6,0.0,Sunny,0
2016-10-18,10,2016,1,27.744,402,93,84,73,71,13,6,0.0,Sunny,0
2016-10-19,10,2016,2,25.166,344,92,84,74,71,12,5,0.0,Sunny,0
2016-10-20,10,2016,3,22.156999999999996,530,83,74,70,61,17,7,0.0,Sunny,0
2016-10-21,10,2016,4,34.654,674,77,65,47,45,9,3,0.0,Sunny,0
2016-10-22,10,2016,5,38.318000000000005,784,80,64,48,45,9,2,0.0,Sunny,0
2016-10-23,10,2016,6,33.497,545,84,70,62,55,13,3,0.005,"Rain , Thunderstorm",0.1-0.5
2016-10-24,10,2016,0,24.73,574,86,77,67,64,10,4,0.005,Sunny,0.1-0.5
2016-10-25,10,2016,1,19.621,377,86,77,66,63,10,3,0.0,Sunny,0
2016-10-26,10,2016,2,28.175,468,87,76,66,62,10,2,0.0,Sunny,0
2016-10-27,10,2016,3,20.721,488,88,76,67,62,9,3,0.0,Sunny,0
2016-10-28,10,2016,4,26.182,660,86,74,64,60,12,2,0.0,Sunny,0
2016-10-29,10,2016,5,30.002,823,86,75,65,62,12,2,0.0,Sunny,0
2016-10-30,10,2016,6,36.104,701,87,76,67,63,10,2,0.0,Sunny,0
2016-10-31,10,2016,0,23.393,534,86,73,69,62,12,3,0.0,Fog,0
2016-11-01,11,2016,1,22.364,398,91,81,73,71,15,5,0.33,"Rain , Thunderstorm",0.1-0.5
2016-11-02,11,2016,2,16.715999999999998,285,88,81,74,72,12,6,0.01,Rain,0.1-0.5
2016-11-03,11,2016,3,25.956,294,80,74,73,70,16,5,1.07,"Fog , Rain , Thunderstorm",0.5-2
2016-11-04,11,2016,4,29.186,630,73,71,67,66,8,4,0.0,Sunny,0
2016-11-05,11,2016,5,41.684,659,72,68,68,66,7,2,0.24,Rain,0.1-0.5
2016-11-06,11,2016,6,34.64,456,76,68,67,60,12,2,0.07,Rain,0.1-0.5
2016-11-07,11,2016,0,29.134,352,71,66,69,65,7,2,0.08,Rain,0.1-0.5
2016-11-08,11,2016,1,21.7,320,69,66,66,64,10,4,0.49,"Rain , Thunderstorm",0.1-0.5
2016-11-09,11,2016,2,17.817999999999998,325,65,63,62,61,10,6,0.17,Rain,0.1-0.5
2016-11-10,11,2016,3,20.368,737,71,64,58,55,8,3,0.0,Sunny,0
2016-11-11,11,2016,4,30.55,1010,74,65,60,57,8,2,0.005,Rain,0.1-0.5
2016-11-12,11,2016,5,36.686,1029,77,67,58,57,9,4,0.0,Sunny,0
2016-11-13,11,2016,6,33.925,889,76,65,58,55,7,2,0.0,Sunny,0
2016-11-14,11,2016,0,25.439,499,82,69,62,58,9,2,0.0,Fog,0
2016-11-15,11,2016,1,17.472,441,86,73,58,55,8,2,0.0,Sunny,0
2016-11-16,11,2016,2,14.874,374,86,71,57,52,9,3,0.0,Sunny,0
2016-11-17,11,2016,3,17.819000000000003,436,82,70,66,61,15,7,0.0,Sunny,0
2016-11-18,11,2016,4,23.698,411,79,66,68,55,17,7,0.005,Rain,0.1-0.5
2016-11-19,11,2016,5,36.92,549,63,52,33,30,13,5,0.0,Sunny,0
2016-11-20,11,2016,6,33.468,500,67,51,36,32,10,2,0.0,Sunny,0
2016-11-21,11,2016,0,26.365,551,77,61,57,48,13,5,0.0,Sunny,0
2016-11-22,11,2016,1,20.655,313,76,69,69,64,13,5,0.49,"Rain , Thunderstorm",0.1-0.5
2016-11-23,11,2016,2,31.697,544,73,62,69,54,14,3,0.13,Rain,0.1-0.5
2016-11-24,11,2016,3,45.11,391,76,61,60,52,8,1,0.0,Sunny,0
2016-11-25,11,2016,4,34.558,391,66,61,60,57,10,4,0.03,Rain,0.1-0.5
2016-11-26,11,2016,5,40.94,566,70,62,56,51,7,2,0.0,Sunny,0
2016-11-27,11,2016,6,33.964,411,76,66,65,59,14,6,0.0,Sunny,0
2016-11-28,11,2016,0,23.436,291,79,65,66,49,17,6,0.0,Sunny,0
2016-11-29,11,2016,1,15.46,315,79,64,48,42,8,3,0.0,Sunny,0
2016-11-30,11,2016,2,13.311,286,67,55,42,33,13,4,0.0,Sunny,0
2017-01-01,1,2017,6,44.928999999999995,786,73,63,60,52,7,2,0.0,Fog,0
2017-01-02,1,2017,0,37.604,570,73,64,62,54,15,5,0.4,"Rain , Thunderstorm",0.1-0.5
2017-01-03,1,2017,1,29.836,359,75,60,44,39,12,4,0.0,Sunny,0
2017-01-04,1,2017,2,26.51,208,48,42,31,28,10,6,0.0,Sunny,0
2017-01-05,1,2017,3,19.285,246,62,49,47,35,15,4,0.0,Sunny,0
2017-01-06,1,2017,4,11.14,107,34,29,18,15,17,10,0.0,Sunny,0
2017-01-07,1,2017,5,29.235,81,44,32,13,11,12,4,0.0,Sunny,0
2017-01-08,1,2017,6,27.662,219,53,37,32,18,14,4,0.0,Sunny,0
2017-01-09,1,2017,0,27.162,308,71,57,55,47,15,5,0.0,Sunny,0
2017-01-10,1,2017,1,22.954,326,79,69,58,56,17,7,0.0,Sunny,0
2017-01-11,1,2017,2,20.845,290,80,70,63,60,16,8,0.0,Sunny,0
2017-01-12,1,2017,3,18.962,293,81,74,65,63,14,8,0.0,Sunny,0
2017-01-13,1,2017,4,27.576999999999998,411,78,67,69,63,14,7,0.65,"Fog , Rain",0.5-2
2017-01-14,1,2017,5,42.102,520,56,52,51,50,8,4,0.07,Rain,0.1-0.5
2017-01-15,1,2017,6,25.217,180,73,62,66,59,17,5,0.61,"Rain , Thunderstorm",0.5-2
2017-01-16,1,2017,0,31.4,350,70,64,61,56,9,1,0.3,"Rain , Thunderstorm",0.1-0.5
2017-01-17,1,2017,1,16.288,104,59,54,55,48,14,6,1.57,"Fog , Rain , Thunderstorm",0.5-2
2017-01-18,1,2017,2,14.044,137,56,52,52,48,9,4,0.51,"Rain , Thunderstorm",0.5-2
2017-01-19,1,2017,3,20.085,329,71,62,55,52,12,3,0.005,Rain,0.1-0.5
2017-01-20,1,2017,4,37.87,455,76,62,55,50,8,1,0.0,Sunny,0
2017-01-21,1,2017,5,41.541000000000004,856,81,65,58,51,21,6,0.02,Fog,0.1-0.5
2017-01-22,1,2017,6,48.583,345,70,62,42,34,24,11,0.0,Sunny,0
2017-01-23,1,2017,0,23.476999999999997,323,76,61,39,36,10,4,0.0,Sunny,0
2017-01-24,1,2017,1,19.329,255,84,67,64,51,14,7,0.0,Sunny,0
2017-01-25,1,2017,2,19.588,291,69,59,63,36,15,7,0.0,Sunny,0
2017-01-26,1,2017,3,18.004,268,59,50,30,27,10,3,0.0,Sunny,0
2017-01-27,1,2017,4,34.766999999999996,356,58,48,30,24,13,5,0.0,Sunny,0
2017-01-28,1,2017,5,64.25,424,61,50,37,31,14,6,0.005,Rain,0.1-0.5
2017-01-29,1,2017,6,41.394,465,70,55,34,30,14,6,0.0,Sunny,0
2017-01-30,1,2017,0,17.463,268,79,63,35,30,12,5,0.0,Sunny,0
2017-01-31,1,2017,1,19.4,330,78,61,50,36,13,4,0.0,Sunny,0
2017-02-01,2,2017,2,20.317999999999998,308,82,67,59,52,14,4,0.0,Sunny,0
2017-02-02,2,2017,3,12.491,226,64,55,39,35,13,7,0.0,Sunny,0
2017-02-03,2,2017,4,16.214000000000002,243,53,49,37,34,13,6,0.005,Sunny,0.1-0.5
2017-02-04,2,2017,5,25.386,132,51,49,52,46,9,1,0.02,Rain,0.1-0.5
2017-02-05,2,2017,6,40.351,316,72,62,64,59,12,3,0.005,Fog,0.1-0.5
2017-02-06,2,2017,0,23.325,329,78,73,67,65,12,5,0.005,Rain,0.1-0.5
2017-02-07,2,2017,1,28.826999999999998,358,86,71,66,54,13,2,0.0,Sunny,0
2017-02-08,2,2017,2,17.334,350,87,69,46,41,18,5,0.0,Sunny,0
2017-02-09,2,2017,3,20.208,351,68,56,37,31,10,5,0.0,Sunny,0
2017-02-10,2,2017,4,27.338,485,79,65,63,51,7,3,0.0,Sunny,0
2017-02-11,2,2017,5,40.201,872,86,76,67,64,12,6,0.0,Sunny,0
2017-02-12,2,2017,6,44.626000000000005,577,79,73,66,61,14,5,0.0,Sunny,0
2017-02-13,2,2017,0,18.664,333,78,71,64,55,18,9,0.005,Sunny,0.1-0.5
2017-02-14,2,2017,1,23.674,187,67,57,62,47,20,9,0.86,"Rain , Thunderstorm",0.5-2
2017-02-15,2,2017,2,24.756999999999998,280,65,54,38,33,16,7,0.0,Sunny,0
2017-02-16,2,2017,3,25.214000000000002,365,70,55,39,36,12,3,0.0,Sunny,0
2017-02-17,2,2017,4,34.25,687,77,64,60,50,13,6,0.0,Sunny,0
2017-02-18,2,2017,5,39.921,1437,86,74,64,56,12,6,0.0,Sunny,0
2017-02-19,2,2017,6,40.099000000000004,925,81,71,68,66,20,8,0.09,"Rain , Thunderstorm",0.1-0.5
2017-02-20,2,2017,0,32.566,532,70,64,59,57,21,4,1.12,"Rain , Thunderstorm",0.5-2
2017-02-21,2,2017,1,23.226,416,82,67,55,43,15,6,0.0,Sunny,0
2017-02-22,2,2017,2,20.765,332,87,69,49,45,10,3,0.0,Sunny,0
2017-02-23,2,2017,3,22.575,442,90,73,60,49,15,5,0.0,Sunny,0
2017-02-24,2,2017,4,28.271,616,80,67,50,35,17,6,0.0,Sunny,0
2017-02-25,2,2017,5,37.751,939,63,54,33,28,13,6,0.0,Sunny,0
2017-02-26,2,2017,6,36.588,643,72,57,64,50,12,3,0.005,Sunny,0.1-0.5
2017-02-27,2,2017,0,29.432,493,82,74,66,65,13,6,0.005,Sunny,0.1-0.5
2017-02-28,2,2017,1,19.184,425,80,75,68,67,14,7,0.0,Sunny,0
2017-03-01,3,2017,2,23.875999999999998,404,73,64,67,45,21,8,0.0,Sunny,0
2017-03-02,3,2017,3,26.843000000000004,420,66,58,28,22,13,5,0.0,Sunny,0
2017-03-03,3,2017,4,30.938000000000002,532,71,56,38,29,14,6,0.0,Sunny,0
2017-03-04,3,2017,5,40.538000000000004,117,59,57,57,52,13,4,0.66,Rain,0.5-2
2017-03-05,3,2017,6,40.539,575,75,66,65,60,12,4,0.27,Rain,0.1-0.5
2017-03-06,3,2017,0,29.881999999999998,534,84,76,67,66,16,9,0.005,Rain,0.1-0.5
2017-03-07,3,2017,1,20.944000000000003,395,77,69,67,51,17,6,0.005,Sunny,0.1-0.5
2017-03-08,3,2017,2,24.005,412,76,68,64,50,12,4,0.005,Sunny,0.1-0.5
2017-03-09,3,2017,3,22.511,523,80,74,66,64,14,5,0.005,"Rain , Thunderstorm",0.1-0.5
2017-03-10,3,2017,4,22.416,1192,83,73,65,62,12,2,0.005,Sunny,0.1-0.5
2017-03-11,3,2017,5,19.062,583,66,64,64,62,9,4,0.73,Rain,0.5-2
2017-03-12,3,2017,6,26.301,950,62,55,60,47,18,7,0.01,Rain,0.1-0.5
2017-03-13,3,2017,0,28.717,1411,70,58,52,48,12,3,0.01,Rain,0.1-0.5
2017-03-14,3,2017,1,24.384,1764,73,57,46,43,12,3,0.0,Sunny,0
2017-03-15,3,2017,2,25.843000000000004,1937,75,62,54,49,14,6,0.0,Sunny,0
2017-03-16,3,2017,3,25.522,1947,79,69,63,59,14,6,0.02,Sunny,0.1-0.5
2017-03-17,3,2017,4,28.927,1993,83,74,64,62,15,8,0.0,Sunny,0
2017-03-18,3,2017,5,33.149,2210,84,75,66,63,10,4,0.0,Sunny,0
2017-03-19,3,2017,6,38.6,1011,85,75,65,62,12,6,0.0,Sunny,0
2017-03-20,3,2017,0,25.366,445,85,75,65,60,13,7,0.0,Sunny,0
2017-03-21,3,2017,1,29.456,461,85,74,63,61,13,8,0.0,Sunny,0
2017-03-22,3,2017,2,24.284000000000002,552,83,76,64,62,14,7,0.0,Sunny,0
2017-03-23,3,2017,3,24.499000000000002,557,85,75,63,59,24,10,0.0,Sunny,0
2017-03-24,3,2017,4,26.066999999999997,476,83,72,71,63,17,6,0.05,Rain,0.1-0.5
2017-03-25,3,2017,5,39.686,1351,84,69,51,46,12,4,0.0,Sunny,0
2017-03-26,3,2017,6,36.907,854,86,75,66,61,18,8,0.0,Sunny,0
2017-03-27,3,2017,0,31.677,598,86,78,67,66,13,5,0.0,Sunny,0
2017-03-28,3,2017,1,24.738000000000003,522,86,78,68,66,22,10,0.0,Sunny,0
2017-03-29,3,2017,2,26.77,470,84,72,68,56,15,5,0.73,"Rain , Thunderstorm",0.5-2
2017-03-30,3,2017,3,33.891999999999996,584,82,68,50,46,15,4,0.0,Sunny,0
2017-03-31,3,2017,4,30.975,752,86,71,59,53,18,6,0.0,Sunny,0
2017-04-01,4,2017,5,40.922,831,76,71,65,63,16,8,0.0,Sunny,0
2017-04-02,4,2017,6,35.211,615,77,67,67,61,16,6,0.71,"Rain , Thunderstorm",0.5-2
2017-04-03,4,2017,0,28.13,875,90,70,54,51,10,2,0.0,Sunny,0
2017-04-04,4,2017,1,22.0,674,89,75,62,55,14,5,0.0,Sunny,0
2017-04-05,4,2017,2,22.688000000000002,725,75,64,43,39,21,8,0.0,Sunny,0
2017-04-06,4,2017,3,29.024,634,79,64,47,43,9,3,0.0,Sunny,0
2017-04-07,4,2017,4,28.139,846,81,67,51,48,12,4,0.0,Sunny,0
2017-04-08,4,2017,5,38.974000000000004,1068,82,69,62,58,15,7,0.0,Sunny,0
2017-04-09,4,2017,6,37.967,939,81,74,66,64,15,8,0.0,Sunny,0
2017-04-10,4,2017,0,24.519000000000002,441,80,76,73,69,13,7,0.1,Rain,0.1-0.5
2017-04-11,4,2017,1,21.343000000000004,274,72,67,70,65,10,4,0.34,"Rain , Thunderstorm",0.1-0.5
2017-04-12,4,2017,2,21.936,543,78,70,65,61,10,4,0.0,Sunny,0
2017-04-13,4,2017,3,27.302,668,82,75,66,64,14,6,0.005,Rain,0.1-0.5
2017-04-14,4,2017,4,32.205999999999996,1111,84,75,64,62,12,5,0.0,Sunny,0
2017-04-15,4,2017,5,43.638000000000005,1518,84,76,66,64,14,7,0.0,Sunny,0
2017-04-16,4,2017,6,46.028,900,84,77,68,66,14,6,0.0,Sunny,0
2017-04-17,4,2017,0,22.269000000000002,557,80,72,67,65,16,5,0.005,"Rain , Thunderstorm",0.1-0.5
2017-04-18,4,2017,1,21.04,658,82,72,65,62,10,4,0.0,Sunny,0
2017-04-19,4,2017,2,25.959,612,85,77,66,65,14,6,0.005,Rain,0.1-0.5
2017-04-20,4,2017,3,32.685,596,88,79,68,67,12,6,0.0,Sunny,0
2017-04-21,4,2017,4,31.795,824,89,80,67,66,14,7,0.0,Sunny,0
2017-04-22,4,2017,5,39.648,812,73,65,67,55,14,7,0.01,Rain,0.1-0.5
2017-04-23,4,2017,6,32.828,874,77,64,44,42,14,5,0.0,Sunny,0
2017-04-24,4,2017,0,26.092,741,82,65,54,49,14,4,0.0,Sunny,0
2017-04-25,4,2017,1,22.296,520,90,76,70,65,16,7,0.0,Sunny,0
2017-04-26,4,2017,2,25.656,503,91,77,70,57,18,8,0.0,Sunny,0
2017-04-27,4,2017,3,28.42,550,86,70,64,50,15,7,0.0,Sunny,0
2017-04-28,4,2017,4,30.816,705,95,83,72,68,17,9,0.0,Sunny,0
2017-04-29,4,2017,5,36.429,893,92,79,73,66,18,9,0.01,Thunderstorm,0.1-0.5
2017-04-30,4,2017,6,36.658,897,78,65,54,44,18,6,0.05,"Rain , Thunderstorm",0.1-0.5
2017-05-01,5,2017,0,28.819000000000003,507,91,71,56,48,14,6,0.0,Sunny,0
2017-05-02,5,2017,1,19.496,480,92,77,63,56,16,7,0.0,Sunny,0
2017-05-03,5,2017,2,23.177,413,95,80,72,66,18,8,0.005,Rain,0.1-0.5
2017-05-04,5,2017,3,25.086,479,79,70,47,43,18,8,0.0,Sunny,0
2017-05-05,5,2017,4,32.673,733,86,71,48,42,13,4,0.0,Sunny,0
2017-05-06,5,2017,5,45.919,916,91,73,53,49,12,4,0.0,Sunny,0
2017-05-07,5,2017,6,38.221,892,88,75,59,57,15,6,0.0,Sunny,0
2017-05-08,5,2017,0,26.399,524,84,74,63,61,16,8,0.0,Sunny,0
2017-05-09,5,2017,1,20.433,275,76,71,72,68,12,6,0.04,"Rain , Thunderstorm",0.1-0.5
2017-05-10,5,2017,2,19.149,390,83,77,70,68,14,7,0.005,Sunny,0.1-0.5
2017-05-11,5,2017,3,25.648000000000003,440,88,80,72,70,15,3,0.22,"Rain , Thunderstorm",0.1-0.5
2017-05-12,5,2017,4,36.803000000000004,778,88,76,70,57,14,7,0.0,Thunderstorm,0
2017-05-13,5,2017,5,39.021,869,89,74,58,54,10,3,0.0,Sunny,0
2017-05-14,5,2017,6,49.876999999999995,543,93,78,65,61,13,5,0.0,Sunny,0
2017-05-15,5,2017,0,31.116,491,92,80,66,64,15,7,0.0,Sunny,0
2017-05-16,5,2017,1,28.583000000000002,436,86,78,69,67,20,9,0.0,Sunny,0
